	278
navy	38
navy^a	3
nay	17
ne	10
ne^a	9
neamas	1
near	204
neared	1
nearer	36
nearest	10
nearly	50
nearness	8
neas	53
neas^a	5
neat	4
neater	1
neatest	1
neatly	4
neatness	3
necessaries	1
necessarily	8
necessary	91
necessitated	1
necessity	36
neck	96
neckband	2
necked	4
necklace	4
necks	5
necktie	1
nect^a	1
nectar	8
nectar^a	1
nectareous	1
need	97
needed	41
needful	5
needing	1
needle	2
needles	1
needless	3
needlessly	2
needlework	1
needn	4
needs	22
negation	3
negative	9
negatived	1
negatively	2
neglect	15
neglected	20
neglectful	2
neglecting	3
neglects	1
negligence	7
negligently	2
negotiation	2
negotiations	3
neid	3
neigh	3
neigh^a	1
neighb^a	1
neighbor	6
neighborhood	5
neighboring	4
neighbors	7
neighbour	9
neighbourhood	22
neighbourhoods	1
neighbouring	17
neighbours	5
neighing	1
neis	3
neither	68
neleus	2
neleus^a	3
nemertes	1
nemoito	1
neon	1
neoptolemus	1
nephew	8
nephews	2
neptune	49
neptune^a	7
neptunova	1
nereids	4
nereus	2
neritos	1
neritus	1
nerve	13
nerveless	1
nerves	33
nervous	37
nervously	5
nervousness	1
nesaea	1
nest	6
nestled	2
nestor	73
nestor^a	25
net	10
nether	3
netherfield	45
nets	1
netting	1
nettle	1
nettles	2
network	5
never	638
nevertheless	2
nevsky	7
nevyedovsky	17
new	464
newborn	1
newby	4
newcomers	1
newest	3
newly	7
news	56
news^a	1
newsletter	4
newspaper	4
newspapers	6
newton	1
next	273
nez	6
nibb^a	1
nibbling	1
nice	96
nicely	4
nicer	4
nicest	1
nicety	1
nich	1
niche	1
nicholls	1
nichols	1
nickname	1
nicknamed	2
niece	10
nieces	8
nigh	16
night	314
night^a	3
nightcap	2
nightingale	2
nightingales	1
nightly	13
nightmare	5
nights	16
nightshirt	2
nighttime	1
nihilism	1
nihilist	3
nihilistic	1
nikandrov	1
nikitin	3
nikitins	1
nikititch	1
nikitsky	1
nikolaeva	2
nikolaevitch	1
nikolaevna	33
nikolay	96
nikolinka	1
nil	1
nile	3
nilsson	4
niluce	1
nimble	5
nimbler	2
nine	60
nineteen	4
ninety	4
ninth	2
niobe	1
nip	1
nireus	3
nisyrus	1
nitouche	1
nitrate	1
nitzsch	1
nius	1
nizhigorod	1
nizhni	1
nly	2
nnight	1
no	2027
no^a	8
noah	1
nobility	24
noble	81
nobleman	16
noblemen	16
nobler	8
nobles	7
noblest	11
nobly	3
nobody	18
noctem	1
nocturnal	2
nod	18
nodded	13
nodding	21
nods	12
noemon	1
noemon^a	1
noi	1
noise	24
noiseless	1
noiselessly	7
noises	2
noisily	5
noisome	1
noisy	6
nomads	1
nominal	1
nominally	1
nomine	1
non	16
nonchalant	1
none	75
nonplussed	1
nonproprietary	4
nonsense	43
nonsensical	2
nook	2
noon	8
noonday	1
noose	1
noou	1
nor	523
nordston	23
normal	3
north	23
northeast	2
northerly	1
northern	12
northward	2
northwards	2
nos	2
nose	20
nosegay	1
noses	1
nostrils	13
not	5345
not^a	2
notary	1
note	92
notebook	2
notebooks	1
noted	5
notes	33
nothing	683
nothingness	1
nothings	1
notice	62
noticeable	4
noticed	68
noticing	46
notified	1
notifies	4
notion	14
notions	9
notoriety	1
notorious	3
notte	1
notturno	1
notus	2
notwithstanding	12
nought	6
nourish	1
nourished	1
nourishes	1
nourishment	5
nous	1
novel	8
novels	3
novelties	2
novelty	7
november	3
now	1666
nowadays	17
nowhere	8
nowise	1
noxious	4
nugent	2
nuits	1
numa	2
numb^a	2
numbed	1
number	55
number^a	3
numbers	49
numbing	1
numerous	40
numerova	1
nuova^a	1
nuptial	7
nuptials	2
nurse	103
nurse^a	2
nursed	10
nursery	32
nurses	6
nursing	8
nurture	1
nurtured	1
nus	2
nut	1
nutrition	3
nuts	4
nymph	7
nymphs	6
nysa	1
nyssa^a	1
o	215
o^a	456
oak	14
oak^a	1
oaks	8
oar	3
oars	12
oases	1
oasis	1
oaten	1
oatfield	1
oath	14
oaths	5
oatmeal	1
oats	15
obdurate	1
obedience	3
obedient	15
obediently	1
obeisance	1
obey	68
obey^a	30
obeyed	3
obeying	2
obeys	12
obiralovka	1
object	84
objected	3
objecting	3
objection	12
objectionable	2
objections	8
objects	22
obligation	1
obligations	3
obligatory	1
oblige	8
obliged	46
obliging	7
oblique	4
obliquely	3
obliterate	1
obliterated	4
oblivion	6
oblivious	4
oblong	1
oblonskaya	3
oblonsky	115
oblonskys	12
obloquy	1
obnoxious	1
obscene	3
obscure	17
obscured	4
obscurely	1
obscures	2
obscurest	1
obscurity	1
obsequies	3
obsequious	1
obsequiousness	1
observable	1
observance	3
observances	1
observant	3
observation	19
observations	15
observations^a	1
observe	34
observed	83
observer	2
observes	14
observing	27
obsolete	4
obstacle	9
obstacles	7
obstinacy	6
obstinate	8
obstinately	6
obstruct	1
obstructed	2
obtain	38
obtain^a	7
obtained	20
obtaining	17
obtains	3
obtests	2
obtrude	1
obtrusively	2
obvious	20
obviously	79
ocalea	1
occasion	52
occasional	7
occasionally	9
occasioned	5
occasions	16
occhi	1
occupation	19
occupations	16
occupied	46
occupies	2
occupy	8
occupying	2
occur	14
occurred	25
occurrence	4
occurrences	8
occurring	3
occurs	2
ocean	58
ocean^a	6
oceanus	1
october	3
od	1
odd	7
oddities	1
oddity	1
oddly	1
odds	4
odious	11
odius	3
odor	2
odours	6
odyssea	1
odysseia	1
odysseus	3
odyssey	25
oe^a	12
oea	9
oeabstain	1
oeaccept	2
oeaccursed	1
oeachilles	2
oeachilles^a	1
oeadam	1
oeadvance	1
oeagainst	1
oeagamemnon	1
oeah	15
oeajax	1
oealas	2
oealcest	1
oealeian	1
oeall	5
oealong	1
oeamidst	1
oean	1
oeancient	2
oeand	23
oeandromache	1
oeanger	1
oeanother	1
oeantiquities	1
oeanything	1
oeapotheosis	1
oeapproach	2
oeare	3
oearise	2
oearm	1
oeas	7
oeassist	1
oeat	5
oeatrides	1
oeattend	2
oeaugur	1
oeaurora	1
oeaustere	1
oebarbarous	1
oebe	7
oebecause	1
oebefore	1
oebehold	5
oebeloved	2
oeblest	1
oeblue	1
oebold	1
oebowless	1
oebrave	2
oebright	1
oebrother	1
oebut	4
oeby	6
oecalaber	1
oecan	3
oecanst	1
oecatalogue	1
oecease	1
oecelestial	1
oecircled	1
oecold	1
oecome	2
oeconjuge	1
oecurb	1
oecursed	3
oedaughter	1
oede	1
oedegenerate	1
oedescend	1
oedescends	1
oedie	1
oedipus	2
oedivine	2
oedorians	1
oedouble	1
oedown	1
oedramatic	1
oee	1
oeegyptian	1
oeelgin	4
oeenough	4
oeenter	1
oeere	1
oeever	1
oeeverything	1
oeexamining	1
oeexcuse	1
oeexplains	1
oefairest	1
oefamed	1
oefar	3
oefast	1
oefather	1
oefear	1
oefellows	2
oefew	1
oefly	2
oefor	6
oeforbear	7
oeforthwith	1
oefriends	1
oefrom	4
oegalen	1
oegeorgics	1
oegier	1
oegifts	1
oegive	1
oeglaucus	1
oeglory	1
oegnomol	1
oegnomologia	1
oego	5
oegod	1
oegoddess	2
oegods	2
oegone	1
oegood	2
oegraeciae	1
oegrant	2
oegreat	6
oegreece	1
oegreek	1
oegriev^a	1
oehail	2
oehalf	1
oehast	1
oehaste	5
oehave	1
oehaving	1
oehe	4
oehealth	1
oehear	9
oehector	4
oehell	2
oehence	3
oeherald	1
oehere	3
oehermes	1
oeheroes	2
oeheroic	1
oehesychius	1
oehim	1
oehippomolgian	1
oehis	2
oehistory	2
oehither	3
oehold	1
oehomer	2
oehow	10
oehundred	1
oei	6
oeif	12
oeil	1
oeill	2
oeimmortal	2
oeimpatient^a	1
oeimperial	1
oein	13
oeinglorious	2
oeinsatiate	1
oeiris	2
oeis	9
oeit	8
oeje	1
oejove	1
oejovis	1
oejust	1
oela	1
oelanguage	2
oelaugh^a	1
oeleaf	1
oelempriere	1
oelest	1
oelet	7
oelie	3
oelike	1
oeliving	1
oelo	6
oelong	4
oema	1
oemachaon	1
oemany	1
oemark	1
oemarking	1
oemavortia	1
oeme	2
oemeantime	1
oemelancholy	1
oemelesigenes	1
oemethinks	1
oemilking	1
oeminerva	1
oemistaken	1
oemonarch	1
oemorbus	1
oemoreover	1
oemove	1
oemuch	1
oemy	7
oemyrtles	1
oemyself	1
oenay	1
oeneus	7
oenides^a	1
oeno	9
oenomas	1
oenomaus	3
oenops^a	1
oenor	6
oenot	6
oenothing	1
oenow	10
oenuovo	1
oeo	82
oeobey	1
oeodyssey	1
oeoh	18
oeold	1
oeon	3
oeonce	1
oeone	1
oeor	2
oeorigias	1
oeorlando	1
oeour	1
oeoutstripp^a	1
oepallas	1
oeparadise	35
oeparticular	1
oepatroclus	4
oepeace	1
oeperform	1
oeperhaps	1
oepermit	2
oephoenissae^a	1
oephrygian	1
oeplatoon	1
oeponticus	1
oepoplars	1
oeprince	1
oeprinces	3
oeread	1
oerecension	1
oereturn	1
oereturns	1
oerise	3
oesad	1
oesay	8
oeschol	1
oescienza	1
oesecure	1
oeseek	2
oeseest	1
oeselect	1
oesete	1
oeseveral	1
oeshall	5
oeshame	1
oeshould	1
oesince	1
oesing	1
oesituated	1
oeskin	1
oesleep^a	1
oeso	7
oesome	4
oesomewhat	1
oespeaking	1
oesperchius	1
oestand	2
oesteal	1
oestern	2
oestill	1
oestood	1
oestrong	1
oestruck	1
oesuch	5
oesuppress	1
oeswear	1
oesweet	1
oeswift	3
oesympos	1
oetake	3
oetalk	2
oeteucer	1
oeth^a	1
oethat	7
oethaumantia	1
oethe	41
oethee	2
oetheir	1
oethen	8
oethere	6
oethere^a	1
oethese	3
oethetis	1
oethey	1
oethink	3
oethink^a	1
oethirsts^a	1
oethis	13
oethither	1
oethose	1
oethou	7
oethough	4
oethree	1
oethucydides	1
oethus	8
oethy	11
oetill	1
oeto	10
oetoo	4
oetroilus	1
oetrojans	4
oetrust	1
oetryphiodorus	2
oeturn	1
oeturpe	1
oetwice	1
oetwo	1
oetylos^a	1
oetyrant	1
oeulysses	1
oeunderneath	1
oeunhappy	6
oeunpitying	1
oeunworthy	1
oeuse	1
oevain	2
oevarious	1
oeveil^a	1
oevirgil	2
oevivida	1
oevulcan	1
oewarriors	2
oewas	2
oewe	2
oewelcome	1
oewell	1
oewhat	42
oewhat^a	1
oewhen	4
oewhere	5
oewhere^a	1
oewherefore	1
oewhile	3
oewhither	2
oewho	3
oewhoe^a	2
oewhom	2
oewhose	1
oewhy	11
oewisely	1
oewith	9
oewitness	1
oewomen	1
oewondrous	1
oeworship	1
oewould	1
oewretch	1
oewriting	1
oexanthus	1
oeye	20
oeyellow	1
oeyet	2
oeyou	2
oeyour	2
oe~a	2
of	18429
off	427
offals	1
offenbach	1
offence	7
offences	1
offend	20
offended	24
offenders	1
offending	7
offends	1
offense	6
offenses	1
offensive	9
offer	71
offer^a	8
offered	29
offering	15
offerings	5
offers	19
office	46
officer	41
officers	51
offices	6
official	66
officially	2
officials	5
officiating	1
officious	4
offspring	36
offspring^a	1
oft	31
often	229
oftener	7
oftenest	1
ogilby	2
ogilby^a	1
ognor	1
ogre	1
oh	473
ohotny	1
oi	3
oil	10
oilcloth	1
oilean	3
oileus	12
oileus^a	5
oils	1
ois	1
old	579
older	19
oldest	2
olenian	3
olia	1
olian	1
olic	1
olive	7
olive^a	1
olizon^a	1
oloosson^a	1
oltre	1
olympiad	1
olympian	13
olympo	1
olympus	23
olympus^a	17
olysseid	1
omaeron	1
omaerou	1
omen	11
omened	1
omens	3
omilon	1
ominous	1
omissions	1
omit	7
omits	3
omitted	5
omitting	1
omnibuses	1
omnipotence	8
omnipotent	5
omou	1
on	4290
on^a	1
once	540
onchestus	1
oncle	1
one	1912
one^a	1
ones	26
oneself	20
onions	1
online	13
only	1001
onom	1
onomakritus	1
onset	3
onslaught	1
onslaughts	1
ont	1
onto	41
onward	3
onwards	1
oo	4
op	1
opaque	1
oped	1
open	121
open^a	7
opened	97
opener	2
opening	46
openings	1
openly	9
openness	1
opens	7
opera	21
operas	1
operate	1
operated	1
operation	2
operations	7
operative	1
opes	1
ophelestes	1
opheltius	2
ophiuchus	1
opined	1
opinion	119
opinions	26
opites	1
opium	8
opp	2
opponent	7
opponents	3
opportunities	5
opportunity	36
oppose	24
opposed	35
opposes	4
opposing	4
opposite	51
opposition	13
oppress	5
oppress^a	26
oppressed	12
oppresses	2
oppressing	2
oppression	4
oppressive	4
oppressors	1
opprobrious	2
opprobrium	1
opra	1
option	1
opuntia	1
opuntia^a	1
opus	1
opusc	1
or	1799
oracle	5
oracles	8
oracular	2
oral	1
orange	2
oranges	1
orat	2
oratory	2
orb	23
orbits	1
orbs	4
orchard	1
orchestra	3
orchomenian	4
orchomenus	2
orcus	1
orcus^a	1
ordain	12
ordain^a	11
ordained	2
ordains	2
ordeal	1
ordeals	1
order	110
order^a	3
ordered	42
ordering	8
orderly	2
orders	47
ordinance	1
ordinarily	2
ordinariness	1
ordinary	24
ordination	1
ore	2
oresbius	2
orestes	4
orestes^a	2
org	39
organ	2
organism	1
organisms	1
organization	12
organize	3
organized	5
organizing	1
organs	3
orient	4
oriental	4
orientalists	1
origin	15
original	37
originality	3
originally	6
originated	1
originator	4
orion^a	2
orkney	1
orkneys	1
orlando	2
ormenian	1
ormenus	2
ormenus^a	1
ornament	3
ornaments	6
ornia^a	1
orphan	8
orphans	1
orsilochus	3
orthaeus	1
orthe	1
orthian	1
orthodox	2
orus	1
orythia	1
os	1
oscillating	1
osiers	1
ossian	1
ostend	1
ostensible	1
ostensibly	1
ostentation	2
ostentatious	1
othen	1
other	691
other^a	1
others	180
otherwise	26
othryoneus	3
otreus	1
otrynteus	1
otryntides	1
otus	4
ou	1
oublie	1
oubliez	1
ouden	1
ought	184
oughtn	2
our	947
ours	28
ourself	9
ourselves	32
ourselves^a	1
out	1204
outbidding	1
outburst	2
outcast	6
outcries	1
outcry	1
outdated	4
outdone	2
outer	14
outfit	1
outgo	1
outhouse	1
outing	1
outlay	2
outline	2
outlines	4
outlived	1
outlook	2
outnumber^a	1
outraged	1
outrages	1
outrer	1
outright	2
outset	1
outshined	3
outshines	1
outshone	1
outside	50
outsider	9
outsiders	6
outspread	1
outstretch^a	3
outstretched	3
outstrip	2
outstripped	1
outstrips	1
outstript	1
outward	12
outwardly	2
outwards	1
outweigh	1
outweighed	1
outweighs	1
outworks	1
oval	2
ovations	1
ove	1
over	708
overawed	3
overbalancing	1
overboard	1
overbrimming	1
overcame	8
overcast	3
overcharged	1
overcoat	24
overcome	30
overcoming	2
overdo	1
overdriven	1
overflow	1
overflowed	3
overflowing	3
overgrown	2
overhanging	4
overhangs	3
overhead	2
overhear	1
overheard	7
overhearing	1
overhearings	1
overhung	4
overjoyed	5
overlook	9
overlook^a	1
overlooked	6
overlooking	1
overlooks	2
overpersuaded	1
overpower	3
overpowered	2
overpowering	2
overrun	1
overseer	1
overseers	1
overshadowed	1
overspread	9
overspreading	1
overstated	1
overstrained	2
overtake	6
overtaken	2
overtakes	1
overtaking	5
overtaxed	1
overthrow	4
overthrowing	1
overthrown	2
overtook	12
overtops	1
overtures	1
overturn	1
overweigh	1
overwhelm	3
overwhelmed	9
overwhelming	5
overwork	1
overworked	1
overwrought	3
ow^a	1
owe	19
owed	22
owes	8
owest	2
owing	21
owl	1
own	700
own^a	9
owned	3
owner	25
owners	1
ownership	1
owning	1
owns	14
ox	7
oxen	21
oxford	6
oysters	13
p	127
p'elissier	1
p'etersbourg	2
p'etrir	1
pace	40
paced	2
paces	16
paci	1
pacific	2
pacified	3
pacifies	1
pacify	2
pacing	4
pack	5
packe	1
packed	8
packet	3
packing	7
pact	1
pacts	1
paddling	1
paddock	5
paeans	2
paedagogus	1
paeon	2
paeon^a	1
paeonia^a	2
paeonian	3
paeonians	1
paeons	1
pagan	1
page	12
pages	15
paid	94
pail	5
pails	3
pain	86
pained	2
painful	52
painfully	14
pains	23
painstaking	1
paint	15
painted	29
painter	10
painters	1
painting	29
paints	4
pair	24
pais	1
paitial	1
palace	20
palaces	6
palai	2
palate	1
palazzo	8
pale	72
paleness	1
pales	2
palette	1
palings	3
palisades	2
pall	1
palladian	2
pallas	66
pallas^a	9
pallid	1
palls	1
palm	8
palmed	2
palms	2
palmus	1
palpable	2
palpitate	1
palpitated	1
palpitation	1
palsy	1
paltry	3
pammon	1
pamper^a	2
pamphlet	3
pan	1
panathenaea	1
pancakes	2
pandaemonium	1
pandarus	9
pandion	1
pandocus	1
pane	4
panegyric	4
paneled	1
panels	1
panes	5
pang	14
pangs	7
panic	17
panics	1
panomphaean	1
panope	2
panopea	1
panoply	2
pans	1
pansies	1
panslavist	1
pant	11
panted	3
pantheon	1
panther	2
panther^a	1
panthus	6
panthus^a	1
panting	42
pantings	2
panton	1
pants	8
pap	1
papa	36
papacy	1
paper	43
papers	35
paperwork	4
paphian	1
paphlagonian	2
paphlagonians	2
papyrus	1
par	2
paracelsus	4
paradise	9
paradisiacal	1
paradox	1
paradoxical	1
paragraph	44
paragraphs	12
parallel	6
parallels	2
paramenei	1
paramount	2
parapet	2
paraphrase	4
paraphrased	1
parasha	1
parasites	1
parasol	7
parasols	3
parce	1
parcel	2
parch^a	2
parched	4
pardon	45
pardonable	1
pardoned	1
pardoning	1
pareikasai	1
parent	10
parent^a	12
parentage	1
parental	1
parents	50
parents^a	7
parfait	1
parfen	2
pari	2
paris	82
paris^a	9
parish	10
parishioner	1
parishioners	1
parisian	1
parity	3
park	10
parks	1
parley	3
parliament	6
parlor	5
parlour	7
parmenitch	1
parmenov	3
parmesan	1
parnassus	1
parnell	1
parochial	1
parodied	1
parody	2
parolette	1
paroxysm	1
paroxysms	1
parquet	4
parrhasia	1
parried	1
parsonage	9
part	313
partake	13
partaker	1
partakes	2
parted	44
parterre	1
parthenius	1
parti	1
partial	32
partiality	10
partially	1
participate	3
participated	1
participation	1
particle	1
particles	1
particolored	1
particular	56
particularize	1
particularly	107
particulars	16
particulary	1
partie	1
parties	19
parting	28
partisan	1
partisans	2
partition	11
partitioned	1
partly	30
partner	30
partners	8
partnership	4
partnerships	1
partook	1
parts	59
party	119
pas	11
pasa	1
pasha	1
pasithae	2
paskudin	2
pass	96
pass^a	51
passage	60
passages	11
passed	211
passenger	2
passengers	10
passer	1
passers	2
passes	4
passing	62
passion	70
passionate	18
passionately	5
passionless	1
passions	30
passive	3
passports	1
past	121
past^a	1
paste	1
pasterns	3
pastime	2
pastor	2
pastorals	1
pasture	6
pastures	6
pasturing	1
patch	8
patched	4
patches	11
patent	1
paternal	7
path	56
pathetic	4
pathless	2
paths	11
pathway	1
pathways	1
patience	12
patient	24
patiently	1
patients	2
patriarchal	2
patriarchs	2
patrimonial	1
patriot	1
patriotic	1
patriots	1
patroclus	126
patroclus^a	31
patron	9
patronage	2
patroness	7
patronized	2
patronizes	1
patronizing	3
patrons	2
patronymic	1
patted	4
pattered	2
pattern	8
patterns	2
patti	5
patting	3
paul	3
paunch	1
paus^a	1
pausanias	1
pause	35
paused	40
pauses	4
pausing	6
pauvre	1
pava	9
paved	3
pavement	8
pavements	2
pavilion	23
pavilions	4
pavlovna	17
paw	2
paw^a	1
pawn	1
pawned	1
paws	3
pay	79
paying	25
payment	5
payments	12
payne	1
pays	8
pea	3
peace	156
peaceable	2
peaceably	1
peaceful	28
peacefully	1
peacemakers	1
peaches	2
peacock	1
peak	2
peaked	1
peaks	2
peal	1
peals	8
pear	2
pearl	4
pearls	3
pearly	3
peasant	121
peasant^a	1
peasantry	10
peasants	135
pebble	2
pebbles	1
pecking	1
peculiar	52
peculiarities	5
peculiarity	4
peculiarly	15
pecuniary	5
pedaeus	1
pedaeus^a	1
pedal	1
pedant	1
pedantic	1
pedantry	1
pedasus	8
pedestal	1
pedestals	1
pedestrian	1
peel	1
peeled	2
peep	3
peeped	11
peeping	8
peered	1
peering	1
peers	12
peevish	3
peewit	1
peewits	3
peg	2
peisistratic	1
peisistratid	1
peisistratus	16
peisistratus^a	2
pelagon	3
pelasgi	1
pelasgian	1
pelasgic	2
pelasgiotis	1
pelasgus^a	1
pelean	2
peletai	1
peleus	29
peleus^a	12
pelian	2
pelias^a	1
pelides	28
pelides^a	13
pelion	1
pelion^a	3
pellene	1
peloponnesian	1
pelops	2
pemberley	11
pen	8
penalty	1
pence	2
pencil	5
pendant	1
pendants	2
pendulous	1
peneleus	6
penelius	1
penetrable	1
penetrate	10
penetrated	5
penetrating	2
penetration	1
peneus	2
penitence	1
penitent	8
penitently	3
penknife	2
penknives	2
penniless	2
penny	6
pennyworth	1
pens	5
pense	1
penseur	1
pension	1
pensions	1
pensive	30
pensively	1
pent	2
pentland	1
penury	2
penza	1
people	429
people^a	9
peopled	3
peoples	5
pepromenon	1
per	12
perambulations	1
perambulator	1
perceive	14
perceived	53
perceives	4
perceiving	12
perceptible	16
perceptibly	3
perception	2
perceptions	2
perch	1
perch^a	1
perchance	3
percnos^a	1
percope^a	1
percote^a	2
perdere	1
perdis	1
perdition	1
peremptorily	2
peremptory	3
perfect	48
perfected	1
perfectibility	1
perfection	18
perfectionate	1
perfections	1
perfectly	86
perfidious	6
perforated	1
perforce	2
perform	20
perform^a	8
performance	17
performances	5
performed	30
performer	1
performers	1
performing	18
performs	3
perfume	2
perfumed	5
perfumes	3
pergamus	1
perhaps	175
peribaea^a	1
pericles	1
peril	4
perilous	2
perils	3
period	58
periodic	4
periodical	1
periodically	1
periods	6
periphaetes	1
periphas	2
periphes	1
periphrasis	1
perish	31
perish^a	8
perished	3
perithous^a	1
perjured	8
perjuries	1
perjury	1
permanent	9
permissible	1
permission	47
permit	16
permits	4
permitted	18
permitting	1
pernicious	5
perpendicular	2
perpendicularity	1
perpendicularly	1
perpetrate	2
perpetrated	1
perpetual	7
perpetually	6
perplexed	5
perplexes	1
perplexities	1
perplexity	11
perrault	1
perrault^a	1
perrhaebians	1
perriranai	1
persecuted	3
persecution	1
persecutor	4
perseus	2
perseverance	4
persevere	1
persevered	1
persevering	4
perseveringly	2
persian	4
persis	1
persist	3
persisted	5
persistence	1
persistent	2
persistently	3
persists	3
person	153
person^a	1
personae	1
personage	6
personages	7
personal	31
personality	4
personally	6
personified	1
personne	1
persons	51
perspective	1
perspicuity	1
perspicuous	1
perspiration	4
perspiring	3
persuade	39
persuaded	33
persuades	3
persuading	8
persuasion	10
persuasions	2
persuasive	10
perth	3
pertinacious	2
pertinacity	1
perturbed	4
peru	1
perusal	3
perused	1
perusing	1
pervaded	2
pervading	2
perverse	2
perverseness	2
perversity	1
pervozvanny	1
pessimism	1
pest	7
pestilence	4
pestilences	1
pestsov	36
petal	1
petals	2
petav	1
peteon	1
peter	4
peterhof	7
petersburg	127
petersburger	1
petersburgh	2
peteus^a	1
petit	3
petite	2
petites	1
petitesse	1
petition	4
petitioner	2
petitioners	2
petitions	3
petritsky	35
petrov	8
petrova	1
petrovitch	8
petrovna	25
petrovs	4
petrovsky	1
petted	1
petticoat	5
petticoats	2
pettiest	1
pettily	1
petting	1
petty	12
peu	1
peut	1
pg	494
pglaf	20
phaenops	1
phaenops^a	1
phaere	1
phaestus	2
phaeton	3
phakois	1
phalanx	6
phalces	2
phantasm	1
phantasms	1
phantom	5
phantoms	2
phares	1
pharisaical	1
pharmacy	2
phase	2
phases	1
phea^a	1
pheasants	1
phegeus	1
phelus	1
phemius	4
phenean	1
phenomena	6
phenomenon	5
pherae	4
phereclus	2
pheretian	2
pherusa	1
phew	1
phidas	1
phidias	3
phidippus	1
philanthropic	4
philanthropy	1
phileleuth	1
philetor^a	1
philimonovna	14
philip	12
phillip	1
phillips	22
phillipses	2
philoctetes	2
philological	1
philomeda^a	1
philosopher	6
philosophers	9
philosophic	1
philosophical	9
philosophy	30
philostratus	1
phlegyans	1
phocian	2
phocians	1
phocis	1
phocoea	3
phocoeid	1
phoebe	1
phoebe^a	1
phoebus	55
phoebus^a	9
phoenix	17
phoenix^a	4
phorbas	1
phorcys	3
phosphorus	1
photograph	7
photographs	4
phradmon	1
phrase	49
phraseology	2
phraseology^a	1
phrases	8
phrygia	6
phrygia^a	2
phrygian	27
phrygian^a	1
phrygians	3
phthia	2
phthia^a	4
phthians	3
phylace	2
phylacus	2
phyleus	2
phyleus^a	2
phylides^a	1
physic	1
physical	45
physically	10
physician	7
physicians	1
physics	3
physiognomy	2
physiological	2
physiology	2
pi`ece	2
piano	6
pianoforte	5
pianto	1
pick	12
picked	16
picking	18
pickle	1
pickled	1
picture	88
pictured	17
pictures	19
picturesque	5
picturing	9
pidytes	1
piebald	2
piece	30
pieces	16
piecing	1
pier	1
pierce	7
pierced	79
pierces	1
piercing	24
pieria	2
pieria^a	1
pierre	2
pierus	1
pies	5
pietist	1
pietists	1
pig	4
pigmy	1
pigrees	1
pigs	1
pilate	13
pile	30
piled	3
piles	7
pilgrimage	4
pilgrimages	1
piling	1
pillage	1
pillaged	1
pillager	1
pillar	1
pillars	1
pillow	15
pillowcases	1
pillows	4
pills	3
pilot	1
pilots	1
pinarus	1
pince	6
